year	statename	statenum	countyname	countynum	capitalstock	capitalstock1902
1870.0	KENTUCKY	210	CUMBERLAND	570	0	0
1880.0	KENTUCKY	210	CUMBERLAND	570	0	0
1890.0	KENTUCKY	210	CUMBERLAND	570	0	0
1900.0	KENTUCKY	210	CUMBERLAND	570	0	0
1910.0	KENTUCKY	210	CUMBERLAND	570		
1920.0	KENTUCKY	210	CUMBERLAND	570		
1970.0	KENTUCKY	210	CUMBERLAND	570		
1860.0	KENTUCKY	210	DAVIESS	590		
1870.0	KENTUCKY	210	DAVIESS	590	0	0
1880.0	KENTUCKY	210	DAVIESS	590	0	0
1890.0	KENTUCKY	210	DAVIESS	590	262	262
1900.0	KENTUCKY	210	DAVIESS	590	462	462
1910.0	KENTUCKY	210	DAVIESS	590		
1920.0	KENTUCKY	210	DAVIESS	590		
1970.0	KENTUCKY	210	DAVIESS	590		
1860.0	KENTUCKY	210	EDMONSON	610		
1870.0	KENTUCKY	210	EDMONSON	610	0	0
1880.0	KENTUCKY	210	EDMONSON	610	0	0
1890.0	KENTUCKY	210	EDMONSON	610	0	0
1900.0	KENTUCKY	210	EDMONSON	610	0	0
1910.0	KENTUCKY	210	EDMONSON	610		
1920.0	KENTUCKY	210	EDMONSON	610		
1970.0	KENTUCKY	210	EDMONSON	610		
1860.0	KENTUCKY	210	ELLIOTT	630		
1870.0	KENTUCKY	210	ELLIOTT	630	0	0
1880.0	KENTUCKY	210	ELLIOTT	630	0	0
1890.0	KENTUCKY	210	ELLIOTT	630	0	0
1900.0	KENTUCKY	210	ELLIOTT	630	0	0
1910.0	KENTUCKY	210	ELLIOTT	630		
1920.0	KENTUCKY	210	ELLIOTT	630		
1970.0	KENTUCKY	210	ELLIOTT	630		
1860.0	KENTUCKY	210	ESTILL	650		
1870.0	KENTUCKY	210	ESTILL	650	0	0
1880.0	KENTUCKY	210	ESTILL	650	0	0
1890.0	KENTUCKY	210	ESTILL	650	0	0
1900.0	KENTUCKY	210	ESTILL	650	0	0
1910.0	KENTUCKY	210	ESTILL	650		
1920.0	KENTUCKY	210	ESTILL	650		
1970.0	KENTUCKY	210	ESTILL	650		
1860.0	KENTUCKY	210	FAYETTE	670		
1870.0	KENTUCKY	210	FAYETTE	670	400	400
1880.0	KENTUCKY	210	FAYETTE	670	1000	1000
1890.0	KENTUCKY	210	FAYETTE	670	1400	1400
1900.0	KENTUCKY	210	FAYETTE	670	1400	1400
1910.0	KENTUCKY	210	FAYETTE	670		
1920.0	KENTUCKY	210	FAYETTE	670		
1970.0	KENTUCKY	210	FAYETTE	670		
1860.0	KENTUCKY	210	FLEMING	690		
1870.0	KENTUCKY	210	FLEMING	690	0	0
1880.0	KENTUCKY	210	FLEMING	690	50	50
1890.0	KENTUCKY	210	FLEMING	690	0	0
1900.0	KENTUCKY	210	FLEMING	690	0	0
1910.0	KENTUCKY	210	FLEMING	690		
1920.0	KENTUCKY	210	FLEMING	690		
1970.0	KENTUCKY	210	FLEMING	690		
1860.0	KENTUCKY	210	FLOYD	710		
1870.0	KENTUCKY	210	FLOYD	710	0	0
1880.0	KENTUCKY	210	FLOYD	710	0	0
1890.0	KENTUCKY	210	FLOYD	710	0	0
1900.0	KENTUCKY	210	FLOYD	710	0	0
1910.0	KENTUCKY	210	FLOYD	710		
1920.0	KENTUCKY	210	FLOYD	710		
1970.0	KENTUCKY	210	FLOYD	710		
1860.0	KENTUCKY	210	FRANKLIN	730		
1870.0	KENTUCKY	210	FRANKLIN	730	0	0
1880.0	KENTUCKY	210	FRANKLIN	730	0	0
1890.0	KENTUCKY	210	FRANKLIN	730	250	250
1900.0	KENTUCKY	210	FRANKLIN	730	250	250
1910.0	KENTUCKY	210	FRANKLIN	730		
1920.0	KENTUCKY	210	FRANKLIN	730		
1970.0	KENTUCKY	210	FRANKLIN	730		
1860.0	KENTUCKY	210	FULTON	750		
1870.0	KENTUCKY	210	FULTON	750	0	0
1880.0	KENTUCKY	210	FULTON	750	0	0
1890.0	KENTUCKY	210	FULTON	750	0	0
1900.0	KENTUCKY	210	FULTON	750	100	175
1910.0	KENTUCKY	210	FULTON	750		
1920.0	KENTUCKY	210	FULTON	750		
1970.0	KENTUCKY	210	FULTON	750		
1860.0	KENTUCKY	210	GALLATIN	770		
1870.0	KENTUCKY	210	GALLATIN	770	0	0
1880.0	KENTUCKY	210	GALLATIN	770	0	0
1890.0	KENTUCKY	210	GALLATIN	770	0	0
1900.0	KENTUCKY	210	GALLATIN	770	0	0
1910.0	KENTUCKY	210	GALLATIN	770		
1920.0	KENTUCKY	210	GALLATIN	770		
1970.0	KENTUCKY	210	GALLATIN	770		
1860.0	KENTUCKY	210	GARRARD	790		
1870.0	KENTUCKY	210	GARRARD	790	100	100
1880.0	KENTUCKY	210	GARRARD	790	250	250
1890.0	KENTUCKY	210	GARRARD	790	350	350
1900.0	KENTUCKY	210	GARRARD	790	100	100
1910.0	KENTUCKY	210	GARRARD	790		
1920.0	KENTUCKY	210	GARRARD	790		
1970.0	KENTUCKY	210	GARRARD	790		
1860.0	KENTUCKY	210	GRANT	810		
1870.0	KENTUCKY	210	GRANT	810	0	0
1880.0	KENTUCKY	210	GRANT	810	0	0
1890.0	KENTUCKY	210	GRANT	810	0	0
1900.0	KENTUCKY	210	GRANT	810	0	0
1910.0	KENTUCKY	210	GRANT	810		
1920.0	KENTUCKY	210	GRANT	810		
1970.0	KENTUCKY	210	GRANT	810		
1860.0	KENTUCKY	210	GRAVES	830		
1870.0	KENTUCKY	210	GRAVES	830	0	0
1880.0	KENTUCKY	210	GRAVES	830	150	150
1890.0	KENTUCKY	210	GRAVES	830	150	150
1900.0	KENTUCKY	210	GRAVES	830	250	250
1910.0	KENTUCKY	210	GRAVES	830		
1920.0	KENTUCKY	210	GRAVES	830		
1970.0	KENTUCKY	210	GRAVES	830		
1860.0	KENTUCKY	210	GRAYSON	850		
1870.0	KENTUCKY	210	GRAYSON	850	0	0
1880.0	KENTUCKY	210	GRAYSON	850	0	0
1890.0	KENTUCKY	210	GRAYSON	850	0	0
1900.0	KENTUCKY	210	GRAYSON	850	0	25
1910.0	KENTUCKY	210	GRAYSON	850		
1920.0	KENTUCKY	210	GRAYSON	850		
1970.0	KENTUCKY	210	GRAYSON	850		
1860.0	KENTUCKY	210	GREEN	870		
1870.0	KENTUCKY	210	GREEN	870	0	0
1880.0	KENTUCKY	210	GREEN	870	0	0
1890.0	KENTUCKY	210	GREEN	870	0	0
1900.0	KENTUCKY	210	GREEN	870	0	0
1910.0	KENTUCKY	210	GREEN	870		
1920.0	KENTUCKY	210	GREEN	870		
1970.0	KENTUCKY	210	GREEN	870		
1860.0	KENTUCKY	210	GREENUP	890		
1870.0	KENTUCKY	210	GREENUP	890	0	0
1880.0	KENTUCKY	210	GREENUP	890	0	0
1890.0	KENTUCKY	210	GREENUP	890	0	0
1900.0	KENTUCKY	210	GREENUP	890	0	0
1910.0	KENTUCKY	210	GREENUP	890		
1920.0	KENTUCKY	210	GREENUP	890		
1970.0	KENTUCKY	210	GREENUP	890		
1860.0	KENTUCKY	210	HANCOCK	910		
1870.0	KENTUCKY	210	HANCOCK	910	0	0
1880.0	KENTUCKY	210	HANCOCK	910	0	0
1890.0	KENTUCKY	210	HANCOCK	910	0	0
1900.0	KENTUCKY	210	HANCOCK	910	0	0
1910.0	KENTUCKY	210	HANCOCK	910		
1920.0	KENTUCKY	210	HANCOCK	910		
1970.0	KENTUCKY	210	HANCOCK	910		
1860.0	KENTUCKY	210	HARDIN	930		
1870.0	KENTUCKY	210	HARDIN	930	0	0
1880.0	KENTUCKY	210	HARDIN	930	0	0
1890.0	KENTUCKY	210	HARDIN	930	75	75
1900.0	KENTUCKY	210	HARDIN	930	50	100
1910.0	KENTUCKY	210	HARDIN	930		
1920.0	KENTUCKY	210	HARDIN	930		
1970.0	KENTUCKY	210	HARDIN	930		
1860.0	KENTUCKY	210	HARLAN	950		
1870.0	KENTUCKY	210	HARLAN	950	0	0
1880.0	KENTUCKY	210	HARLAN	950	0	0
1890.0	KENTUCKY	210	HARLAN	950	0	0
1900.0	KENTUCKY	210	HARLAN	950	0	0
1910.0	KENTUCKY	210	HARLAN	950		
1920.0	KENTUCKY	210	HARLAN	950		
1970.0	KENTUCKY	210	HARLAN	950		
1860.0	KENTUCKY	210	HARRISON	970		
1870.0	KENTUCKY	210	HARRISON	970	0	0
1880.0	KENTUCKY	210	HARRISON	970	150	150
1890.0	KENTUCKY	210	HARRISON	970	270	270
1900.0	KENTUCKY	210	HARRISON	970	180	180
1910.0	KENTUCKY	210	HARRISON	970		
1920.0	KENTUCKY	210	HARRISON	970		
1970.0	KENTUCKY	210	HARRISON	970		
1860.0	KENTUCKY	210	HART	990		
1870.0	KENTUCKY	210	HART	990	0	0
1880.0	KENTUCKY	210	HART	990	0	0
1890.0	KENTUCKY	210	HART	990	0	0
1900.0	KENTUCKY	210	HART	990	0	0
1910.0	KENTUCKY	210	HART	990		
1920.0	KENTUCKY	210	HART	990		
1970.0	KENTUCKY	210	HART	990		
1860.0	KENTUCKY	210	HENDERSON	1010		
1870.0	KENTUCKY	210	HENDERSON	1010	170	170
1880.0	KENTUCKY	210	HENDERSON	1010	200	200
1890.0	KENTUCKY	210	HENDERSON	1010	200	200
1900.0	KENTUCKY	210	HENDERSON	1010	200	200
1910.0	KENTUCKY	210	HENDERSON	1010		
1920.0	KENTUCKY	210	HENDERSON	1010		
1970.0	KENTUCKY	210	HENDERSON	1010		
1860.0	KENTUCKY	210	HENRY	1030		
1870.0	KENTUCKY	210	HENRY	1030	0	0
1880.0	KENTUCKY	210	HENRY	1030	60	60
1890.0	KENTUCKY	210	HENRY	1030	0	0
1900.0	KENTUCKY	210	HENRY	1030	0	0
1910.0	KENTUCKY	210	HENRY	1030		
1920.0	KENTUCKY	210	HENRY	1030		
1970.0	KENTUCKY	210	HENRY	1030		
1860.0	KENTUCKY	210	HICKMAN	1050		
1870.0	KENTUCKY	210	HICKMAN	1050	0	0
1880.0	KENTUCKY	210	HICKMAN	1050	0	0
1890.0	KENTUCKY	210	HICKMAN	1050	0	0
1900.0	KENTUCKY	210	HICKMAN	1050	0	0
1910.0	KENTUCKY	210	HICKMAN	1050		
1920.0	KENTUCKY	210	HICKMAN	1050		
1970.0	KENTUCKY	210	HICKMAN	1050		
1860.0	KENTUCKY	210	HOPKINS	1070		
1870.0	KENTUCKY	210	HOPKINS	1070	0	0
1880.0	KENTUCKY	210	HOPKINS	1070	0	0
1890.0	KENTUCKY	210	HOPKINS	1070	0	0
1900.0	KENTUCKY	210	HOPKINS	1070	0	0
1910.0	KENTUCKY	210	HOPKINS	1070		
1920.0	KENTUCKY	210	HOPKINS	1070		
1970.0	KENTUCKY	210	HOPKINS	1070		
1860.0	KENTUCKY	210	JACKSON	1090		
1870.0	KENTUCKY	210	JACKSON	1090	0	0
1880.0	KENTUCKY	210	JACKSON	1090	0	0
1890.0	KENTUCKY	210	JACKSON	1090	0	0
1900.0	KENTUCKY	210	JACKSON	1090	0	0
1910.0	KENTUCKY	210	JACKSON	1090		
1920.0	KENTUCKY	210	JACKSON	1090		
1970.0	KENTUCKY	210	JACKSON	1090		
1860.0	KENTUCKY	210	JEFFERSON	1110		
1870.0	KENTUCKY	210	JEFFERSON	1110	950	950
1880.0	KENTUCKY	210	JEFFERSON	1110	2995	2995
1890.0	KENTUCKY	210	JEFFERSON	1110	4651	4651
1900.0	KENTUCKY	210	JEFFERSON	1110	4645	4645
1910.0	KENTUCKY	210	JEFFERSON	1110		
1920.0	KENTUCKY	210	JEFFERSON	1110		
1970.0	KENTUCKY	210	JEFFERSON	1110		
1860.0	KENTUCKY	210	JESSAMINE	1130		
1870.0	KENTUCKY	210	JESSAMINE	1130	0	0
1880.0	KENTUCKY	210	JESSAMINE	1130	100	100
1890.0	KENTUCKY	210	JESSAMINE	1130	100	100
1900.0	KENTUCKY	210	JESSAMINE	1130	100	100
1910.0	KENTUCKY	210	JESSAMINE	1130		
1920.0	KENTUCKY	210	JESSAMINE	1130		
1970.0	KENTUCKY	210	JESSAMINE	1130		
1860.0	KENTUCKY	210	JOHNSON	1150		
1870.0	KENTUCKY	210	JOHNSON	1150	0	0
1880.0	KENTUCKY	210	JOHNSON	1150	0	0
1890.0	KENTUCKY	210	JOHNSON	1150	0	0
1900.0	KENTUCKY	210	JOHNSON	1150	0	25
1910.0	KENTUCKY	210	JOHNSON	1150		
1920.0	KENTUCKY	210	JOHNSON	1150		
1970.0	KENTUCKY	210	JOHNSON	1150		
1860.0	KENTUCKY	210	KENTON	1170		
1870.0	KENTUCKY	210	KENTON	1170	500	500
1880.0	KENTUCKY	210	KENTON	1170	1250	1250
1890.0	KENTUCKY	210	KENTON	1170	1850	1850
1900.0	KENTUCKY	210	KENTON	1170	1150	1193
1910.0	KENTUCKY	210	KENTON	1170		
1920.0	KENTUCKY	210	KENTON	1170		
1970.0	KENTUCKY	210	KENTON	1170		
1860.0	KENTUCKY	210	KNOTT	1190		
1870.0	KENTUCKY	210	KNOTT	1190	0	0
1880.0	KENTUCKY	210	KNOTT	1190	0	0
1890.0	KENTUCKY	210	KNOTT	1190	0	0
1900.0	KENTUCKY	210	KNOTT	1190	0	0
1910.0	KENTUCKY	210	KNOTT	1190		
1920.0	KENTUCKY	210	KNOTT	1190		
1970.0	KENTUCKY	210	KNOTT	1190		
1860.0	KENTUCKY	210	KNOX	1210		
1870.0	KENTUCKY	210	KNOX	1210	0	0
1880.0	KENTUCKY	210	KNOX	1210	0	0
1890.0	KENTUCKY	210	KNOX	1210	0	0
1900.0	KENTUCKY	210	KNOX	1210	0	25
1910.0	KENTUCKY	210	KNOX	1210		
1920.0	KENTUCKY	210	KNOX	1210		
1970.0	KENTUCKY	210	KNOX	1210		
1860.0	KENTUCKY	210	LARUE	1230		
1870.0	KENTUCKY	210	LARUE	1230	0	0
1880.0	KENTUCKY	210	LARUE	1230	0	0
1890.0	KENTUCKY	210	LARUE	1230	0	0
1900.0	KENTUCKY	210	LARUE	1230	0	0
1910.0	KENTUCKY	210	LARUE	1230		
1920.0	KENTUCKY	210	LARUE	1230		
1970.0	KENTUCKY	210	LARUE	1230		
1860.0	KENTUCKY	210	LAUREL	1250		
1870.0	KENTUCKY	210	LAUREL	1250	0	0
1880.0	KENTUCKY	210	LAUREL	1250	0	0
1890.0	KENTUCKY	210	LAUREL	1250	50	50
1900.0	KENTUCKY	210	LAUREL	1250	50	50
1910.0	KENTUCKY	210	LAUREL	1250		
1920.0	KENTUCKY	210	LAUREL	1250		
1970.0	KENTUCKY	210	LAUREL	1250		
1860.0	KENTUCKY	210	LAWRENCE	1270		
1870.0	KENTUCKY	210	LAWRENCE	1270	0	0
1880.0	KENTUCKY	210	LAWRENCE	1270	0	0
1890.0	KENTUCKY	210	LAWRENCE	1270	0	0
1900.0	KENTUCKY	210	LAWRENCE	1270	0	0
1910.0	KENTUCKY	210	LAWRENCE	1270		
1920.0	KENTUCKY	210	LAWRENCE	1270		
1970.0	KENTUCKY	210	LAWRENCE	1270		
1860.0	KENTUCKY	210	LEE	1290		
1870.0	KENTUCKY	210	LEE	1290	0	0
1880.0	KENTUCKY	210	LEE	1290	0	0
1890.0	KENTUCKY	210	LEE	1290	0	0
1900.0	KENTUCKY	210	LEE	1290	0	0
1910.0	KENTUCKY	210	LEE	1290		
1920.0	KENTUCKY	210	LEE	1290		
1970.0	KENTUCKY	210	LEE	1290		
1860.0	KENTUCKY	210	LESLIE	1310		
1870.0	KENTUCKY	210	LESLIE	1310	0	0
1880.0	KENTUCKY	210	LESLIE	1310	0	0
1890.0	KENTUCKY	210	LESLIE	1310	0	0
1900.0	KENTUCKY	210	LESLIE	1310	0	0
1910.0	KENTUCKY	210	LESLIE	1310		
1920.0	KENTUCKY	210	LESLIE	1310		
1970.0	KENTUCKY	210	LESLIE	1310		
1860.0	KENTUCKY	210	LETCHER	1330		
1870.0	KENTUCKY	210	LETCHER	1330	0	0
1880.0	KENTUCKY	210	LETCHER	1330	0	0
1890.0	KENTUCKY	210	LETCHER	1330	0	0
1900.0	KENTUCKY	210	LETCHER	1330	0	0
1910.0	KENTUCKY	210	LETCHER	1330		
1920.0	KENTUCKY	210	LETCHER	1330		
1970.0	KENTUCKY	210	LETCHER	1330		
1860.0	KENTUCKY	210	LEWIS	1350		
1870.0	KENTUCKY	210	LEWIS	1350	0	0
1880.0	KENTUCKY	210	LEWIS	1350	0	0
1890.0	KENTUCKY	210	LEWIS	1350	0	0
1900.0	KENTUCKY	210	LEWIS	1350	0	0
1910.0	KENTUCKY	210	LEWIS	1350		
1920.0	KENTUCKY	210	LEWIS	1350		
1970.0	KENTUCKY	210	LEWIS	1350		
1860.0	KENTUCKY	210	LINCOLN	1370		
1870.0	KENTUCKY	210	LINCOLN	1370	189	189
1880.0	KENTUCKY	210	LINCOLN	1370	350	350
1890.0	KENTUCKY	210	LINCOLN	1370	300	300
1900.0	KENTUCKY	210	LINCOLN	1370	250	150
1910.0	KENTUCKY	210	LINCOLN	1370		
1920.0	KENTUCKY	210	LINCOLN	1370		
1970.0	KENTUCKY	210	LINCOLN	1370		
1860.0	KENTUCKY	210	LIVINGSTON	1390		
1870.0	KENTUCKY	210	LIVINGSTON	1390	0	0
1880.0	KENTUCKY	210	LIVINGSTON	1390	0	0
1890.0	KENTUCKY	210	LIVINGSTON	1390	0	0
1900.0	KENTUCKY	210	LIVINGSTON	1390	0	0
1910.0	KENTUCKY	210	LIVINGSTON	1390		
1920.0	KENTUCKY	210	LIVINGSTON	1390		
1970.0	KENTUCKY	210	LIVINGSTON	1390		
1860.0	KENTUCKY	210	LOGAN	1410		
1870.0	KENTUCKY	210	LOGAN	1410	0	0
1880.0	KENTUCKY	210	LOGAN	1410	50	50
1890.0	KENTUCKY	210	LOGAN	1410	0	0
1900.0	KENTUCKY	210	LOGAN	1410	0	0
1910.0	KENTUCKY	210	LOGAN	1410		
1920.0	KENTUCKY	210	LOGAN	1410		
1970.0	KENTUCKY	210	LOGAN	1410		
1860.0	KENTUCKY	210	LYON	1430		
1870.0	KENTUCKY	210	LYON	1430	0	0
1880.0	KENTUCKY	210	LYON	1430	0	0
1890.0	KENTUCKY	210	LYON	1430	0	0
1900.0	KENTUCKY	210	LYON	1430	0	0
1910.0	KENTUCKY	210	LYON	1430		
1920.0	KENTUCKY	210	LYON	1430		
1970.0	KENTUCKY	210	LYON	1430		
1860.0	KENTUCKY	210	MCCRACKEN	1450		
1870.0	KENTUCKY	210	MCCRACKEN	1450	125	125
1880.0	KENTUCKY	210	MCCRACKEN	1450	400	400
1890.0	KENTUCKY	210	MCCRACKEN	1450	530	530
1900.0	KENTUCKY	210	MCCRACKEN	1450	530	530
1910.0	KENTUCKY	210	MCCRACKEN	1450		
1920.0	KENTUCKY	210	MCCRACKEN	1450		
1970.0	KENTUCKY	210	MCCRACKEN	1450		
1860.0	KENTUCKY	210	MCLEAN	1490		
1870.0	KENTUCKY	210	MCLEAN	1490	0	0
1880.0	KENTUCKY	210	MCLEAN	1490	0	0
1890.0	KENTUCKY	210	MCLEAN	1490	0	0
1900.0	KENTUCKY	210	MCLEAN	1490	0	0
1910.0	KENTUCKY	210	MCLEAN	1490		
1920.0	KENTUCKY	210	MCLEAN	1490		
1970.0	KENTUCKY	210	MCLEAN	1490		
1860.0	KENTUCKY	210	MADISON	1510		
1870.0	KENTUCKY	210	MADISON	1510	150	150
1880.0	KENTUCKY	210	MADISON	1510	750	750
1890.0	KENTUCKY	210	MADISON	1510	800	800
1900.0	KENTUCKY	210	MADISON	1510	350	350
1910.0	KENTUCKY	210	MADISON	1510		
1920.0	KENTUCKY	210	MADISON	1510		
1970.0	KENTUCKY	210	MADISON	1510		
1860.0	KENTUCKY	210	MAGOFFIN	1530		
1870.0	KENTUCKY	210	MAGOFFIN	1530	0	0
1880.0	KENTUCKY	210	MAGOFFIN	1530	0	0
1890.0	KENTUCKY	210	MAGOFFIN	1530	0	0
1900.0	KENTUCKY	210	MAGOFFIN	1530	0	0
1910.0	KENTUCKY	210	MAGOFFIN	1530		
1920.0	KENTUCKY	210	MAGOFFIN	1530		
1970.0	KENTUCKY	210	MAGOFFIN	1530		
1860.0	KENTUCKY	210	MARION	1550		
1870.0	KENTUCKY	210	MARION	1550	75	75
1880.0	KENTUCKY	210	MARION	1550	250	250
1890.0	KENTUCKY	210	MARION	1550	300	300
1900.0	KENTUCKY	210	MARION	1550	300	300
1910.0	KENTUCKY	210	MARION	1550		
1920.0	KENTUCKY	210	MARION	1550		
1970.0	KENTUCKY	210	MARION	1550		
1860.0	KENTUCKY	210	MARSHALL	1570		
1870.0	KENTUCKY	210	MARSHALL	1570	0	0
1880.0	KENTUCKY	210	MARSHALL	1570	0	0
1890.0	KENTUCKY	210	MARSHALL	1570	0	0
1900.0	KENTUCKY	210	MARSHALL	1570	0	0
1910.0	KENTUCKY	210	MARSHALL	1570		
1920.0	KENTUCKY	210	MARSHALL	1570		
1970.0	KENTUCKY	210	MARSHALL	1570		
1860.0	KENTUCKY	210	MARTIN	1590		
1870.0	KENTUCKY	210	MARTIN	1590	0	0
1880.0	KENTUCKY	210	MARTIN	1590	0	0
1890.0	KENTUCKY	210	MARTIN	1590	0	0
1900.0	KENTUCKY	210	MARTIN	1590	0	0
1910.0	KENTUCKY	210	MARTIN	1590		
1920.0	KENTUCKY	210	MARTIN	1590		
1970.0	KENTUCKY	210	MARTIN	1590		
1860.0	KENTUCKY	210	MASON	1610		
1870.0	KENTUCKY	210	MASON	1610	0	0
1880.0	KENTUCKY	210	MASON	1610	210	210
1890.0	KENTUCKY	210	MASON	1610	200	200
1900.0	KENTUCKY	210	MASON	1610	205	205
1910.0	KENTUCKY	210	MASON	1610		
1920.0	KENTUCKY	210	MASON	1610		
1970.0	KENTUCKY	210	MASON	1610		
1860.0	KENTUCKY	210	MEADE	1630		
1870.0	KENTUCKY	210	MEADE	1630	0	0
1880.0	KENTUCKY	210	MEADE	1630	0	0
1890.0	KENTUCKY	210	MEADE	1630	0	0
1900.0	KENTUCKY	210	MEADE	1630	0	0
1910.0	KENTUCKY	210	MEADE	1630		
1920.0	KENTUCKY	210	MEADE	1630		
1970.0	KENTUCKY	210	MEADE	1630		
1860.0	KENTUCKY	210	MENIFEE	1650		
1870.0	KENTUCKY	210	MENIFEE	1650	0	0
1880.0	KENTUCKY	210	MENIFEE	1650	0	0
1890.0	KENTUCKY	210	MENIFEE	1650	0	0
1900.0	KENTUCKY	210	MENIFEE	1650	0	0
1910.0	KENTUCKY	210	MENIFEE	1650		
1920.0	KENTUCKY	210	MENIFEE	1650		
1970.0	KENTUCKY	210	MENIFEE	1650		
1860.0	KENTUCKY	210	MERCER	1670		
1870.0	KENTUCKY	210	MERCER	1670	0	0
1880.0	KENTUCKY	210	MERCER	1670	100	100
1890.0	KENTUCKY	210	MERCER	1670	240	240
1900.0	KENTUCKY	210	MERCER	1670	200	200
1910.0	KENTUCKY	210	MERCER	1670		
1920.0	KENTUCKY	210	MERCER	1670		
1970.0	KENTUCKY	210	MERCER	1670		
1860.0	KENTUCKY	210	METCALFE	1690		
1870.0	KENTUCKY	210	METCALFE	1690	0	0
1880.0	KENTUCKY	210	METCALFE	1690	0	0
1890.0	KENTUCKY	210	METCALFE	1690	0	0
1900.0	KENTUCKY	210	METCALFE	1690	0	0
1910.0	KENTUCKY	210	METCALFE	1690		
1920.0	KENTUCKY	210	METCALFE	1690		
1970.0	KENTUCKY	210	METCALFE	1690		
1860.0	KENTUCKY	210	MONROE	1710		
1870.0	KENTUCKY	210	MONROE	1710	0	0
1880.0	KENTUCKY	210	MONROE	1710	0	0
1890.0	KENTUCKY	210	MONROE	1710	0	0
1900.0	KENTUCKY	210	MONROE	1710	0	0
1910.0	KENTUCKY	210	MONROE	1710		
1920.0	KENTUCKY	210	MONROE	1710		
1970.0	KENTUCKY	210	MONROE	1710		
1860.0	KENTUCKY	210	MONTGOMERY	1730		
1870.0	KENTUCKY	210	MONTGOMERY	1730	0	0
1880.0	KENTUCKY	210	MONTGOMERY	1730	300	300
1890.0	KENTUCKY	210	MONTGOMERY	1730	100	100
1900.0	KENTUCKY	210	MONTGOMERY	1730	50	150
1910.0	KENTUCKY	210	MONTGOMERY	1730		
1920.0	KENTUCKY	210	MONTGOMERY	1730		
1970.0	KENTUCKY	210	MONTGOMERY	1730		
1860.0	KENTUCKY	210	MORGAN	1750		
1870.0	KENTUCKY	210	MORGAN	1750	0	0
1880.0	KENTUCKY	210	MORGAN	1750	0	0
1890.0	KENTUCKY	210	MORGAN	1750	0	0
1900.0	KENTUCKY	210	MORGAN	1750	0	0
1910.0	KENTUCKY	210	MORGAN	1750		
1920.0	KENTUCKY	210	MORGAN	1750		
1970.0	KENTUCKY	210	MORGAN	1750		
1860.0	KENTUCKY	210	MUHLENBERG	1770		
1870.0	KENTUCKY	210	MUHLENBERG	1770	0	0
1880.0	KENTUCKY	210	MUHLENBERG	1770	0	0
1890.0	KENTUCKY	210	MUHLENBERG	1770	50	50
1900.0	KENTUCKY	210	MUHLENBERG	1770	0	25
1910.0	KENTUCKY	210	MUHLENBERG	1770		
1920.0	KENTUCKY	210	MUHLENBERG	1770		
1970.0	KENTUCKY	210	MUHLENBERG	1770		
1860.0	KENTUCKY	210	NELSON	1790		
1870.0	KENTUCKY	210	NELSON	1790	0	0
1880.0	KENTUCKY	210	NELSON	1790	0	0
1890.0	KENTUCKY	210	NELSON	1790	0	0
1900.0	KENTUCKY	210	NELSON	1790	0	0
1910.0	KENTUCKY	210	NELSON	1790		
1920.0	KENTUCKY	210	NELSON	1790		
1970.0	KENTUCKY	210	NELSON	1790		
1860.0	KENTUCKY	210	NICHOLAS	1810		
1870.0	KENTUCKY	210	NICHOLAS	1810	0	0
1880.0	KENTUCKY	210	NICHOLAS	1810	0	0
1890.0	KENTUCKY	210	NICHOLAS	1810	0	0
1900.0	KENTUCKY	210	NICHOLAS	1810	0	25
1910.0	KENTUCKY	210	NICHOLAS	1810		
1920.0	KENTUCKY	210	NICHOLAS	1810		
1970.0	KENTUCKY	210	NICHOLAS	1810		
1860.0	KENTUCKY	210	OHIO	1830		
1870.0	KENTUCKY	210	OHIO	1830	0	0
1880.0	KENTUCKY	210	OHIO	1830	0	0
1890.0	KENTUCKY	210	OHIO	1830	0	0
1900.0	KENTUCKY	210	OHIO	1830	0	25
1910.0	KENTUCKY	210	OHIO	1830		
1920.0	KENTUCKY	210	OHIO	1830		
1970.0	KENTUCKY	210	OHIO	1830		
1860.0	KENTUCKY	210	OLDHAM	1850		
1870.0	KENTUCKY	210	OLDHAM	1850	0	0
1880.0	KENTUCKY	210	OLDHAM	1850	0	0
1890.0	KENTUCKY	210	OLDHAM	1850	0	0
1900.0	KENTUCKY	210	OLDHAM	1850	0	0
1910.0	KENTUCKY	210	OLDHAM	1850		
1920.0	KENTUCKY	210	OLDHAM	1850		
1970.0	KENTUCKY	210	OLDHAM	1850		
1860.0	KENTUCKY	210	OWEN	1870		
1870.0	KENTUCKY	210	OWEN	1870	0	0
1880.0	KENTUCKY	210	OWEN	1870	56	56
1890.0	KENTUCKY	210	OWEN	1870	186	186
1900.0	KENTUCKY	210	OWEN	1870	123	123
1910.0	KENTUCKY	210	OWEN	1870		
1920.0	KENTUCKY	210	OWEN	1870		
1970.0	KENTUCKY	210	OWEN	1870		
1860.0	KENTUCKY	210	OWSLEY	1890		
1870.0	KENTUCKY	210	OWSLEY	1890	0	0
1880.0	KENTUCKY	210	OWSLEY	1890	0	0
1890.0	KENTUCKY	210	OWSLEY	1890	0	0
1900.0	KENTUCKY	210	OWSLEY	1890	0	0
1910.0	KENTUCKY	210	OWSLEY	1890		
1920.0	KENTUCKY	210	OWSLEY	1890		
